image_path     , text                                                                                                            , theme     , theme_num, sentiment, sentiment_num, emotion   , emotion_num, dominant_colour, dominant_colour_num, attention_score, attention_score_num, trust_safety, trust_safety_num, target_audience , target_audience_num, predicted_ctr, predicted_ctr_num, likelihood_shares, likelihood_shares_num, keywords                                     , monetary_mention, call_to_action, object_detected
sample_1100.jpg, Do not settle for a boring drive - get the excitement you crave                                                 , Automotive,         3, Negative ,             1, Anger     ,           1, White          ,                   4, Low            ,                   2, Unsafe      ,                1, Travelers       ,                   5, Medium       ,                 1, Low              ,                     2, boring drive excitement                      , $10 off         ,               , Car
sample_1101.jpg, Fed up with constant repair bills on your old car - consider a change today                                     , Automotive,         3, Neutral  ,             2, Anger     ,           1, Grey           ,                   5, Medium         ,                   1, Questionable,                2, General         ,                   0, High         ,                 0, Medium           ,                     1, repair bills change                          , 50% off         , Buy Now       , Car
sample_1102.jpg, Stop dealing with breakdowns and endless mechanic visits - find a better option now                             , Automotive,         3, Neutral  ,             2, Anger     ,           1, Green          ,                   3, Medium         ,                   1, Questionable,                2, General         ,                   0, High         ,                 0, Low              ,                     2, breakdowns mechanic visits                   , 30% off         , Subscribe     , Car
sample_1103.jpg, Annoyed by poor fuel economy and unreliable performance - check out these alternatives                          , Automotive,         3, Neutral  ,             2, Anger     ,           1, Brown          ,                   7, High           ,                   0, Questionable,                2, Car Enthusiasts ,                   4, Low          ,                 2, Medium           ,                     1, fuel economy performance                     , 15% off         , Book Now      , Car
sample_1104.jpg, Why settle for a vehicle that lets you down - explore better options here                                       , Automotive,         3, Neutral  ,             2, Anger     ,           1, Brown          ,                   7, Medium         ,                   1, Questionable,                2, Young Adults    ,                   7, Medium       ,                 1, High             ,                     0, vehicle lets down                            ,                 , Sign Up       , Car
sample_1105.jpg, Drive with total confidence knowing your family is safe in this reliable vehicle                                , Automotive,         3, Positive ,             0, Trust     ,           2, Black          ,                   1, Medium         ,                   1, Safe        ,                0, Families        ,                   8, High         ,                 0, High             ,                     0, confidence family safe                       , $199            , Try Now       , Car
sample_1106.jpg, A car designed for safety and built to last for many miles ahead                                                , Automotive,         3, Positive ,             0, Trust     ,           2, Blue           ,                   2, Low            ,                   2, Safe        ,                0, Travelers       ,                   5, High         ,                 0, Low              ,                     2, safety built last                            , 20% off         , Buy Now       , Car
sample_1107.jpg, Trust in a vehicle that delivers consistent performance every single time you drive                             , Automotive,         3, Positive ,             0, Trust     ,           2, Blue           ,                   2, High           ,                   0, Safe        ,                0, Fashionistas    ,                   3, Low          ,                 2, High             ,                     0, trust vehicle performance                    , $5 off          , Subscribe     , Car
sample_1108.jpg, Experience peace of mind on every journey with this dependable and safe car                                     , Automotive,         3, Positive ,             0, Trust     ,           2, Grey           ,                   5, Medium         ,                   1, Safe        ,                0, Food Lovers     ,                   1, Low          ,                 2, High             ,                     0, peace mind dependable                        , $49.99          , Book Now      , Car
sample_1109.jpg, Count on superior engineering to keep you secure on the road every day                                          , Automotive,         3, Positive ,             0, Trust     ,           2, Blue           ,                   2, Low            ,                   2, Safe        ,                0, General         ,                   0, Low          ,                 2, Medium           ,                     1, engineering secure road                      , $49.99          , Sign Up       , Car
sample_1110.jpg, This car offers the reliability you need for your daily work commute                                            , Automotive,         3, Positive ,             0, Trust     ,           2, Black          ,                   1, Low            ,                   2, Safe        ,                0, Professionals   ,                   9, Medium       ,                 1, High             ,                     0, reliability daily commute                    , 50% off         , Sign Up       , Car
sample_1111.jpg, Built tough to handle the road ahead - safety you can rely on                                                   , Automotive,         3, Positive ,             0, Trust     ,           2, Red            ,                   0, High           ,                   0, Safe        ,                0, Food Lovers     ,                   1, Medium       ,                 1, High             ,                     0, tough road safety                            , $29.99          , Buy Now       , Car
sample_1112.jpg, Choose a car known for durability and trusted by drivers everywhere today                                       , Automotive,         3, Positive ,             0, Trust     ,           2, Blue           ,                   2, Medium         ,                   1, Safe        ,                0, Families        ,                   8, Medium       ,                 1, Medium           ,                     1, durability trusted drivers                   , $199            , Learn More    , Car
sample_1113.jpg, Standard safety features included for everyday driving needs - a practical choice for families                  , Automotive,         3, Neutral  ,             2, Trust     ,           2, Blue           ,                   2, High           ,                   0, Questionable,                2, Tech Enthusiasts,                   2, Low          ,                 2, Low              ,                     2, standard safety practical                    , 30% off         , Shop Now      , Car
sample_1114.jpg, Reliable transportation for your daily commute - gets you there without any fuss                                , Automotive,         3, Neutral  ,             2, Trust     ,           2, Green          ,                   3, High           ,                   0, Questionable,                2, General         ,                   0, Low          ,                 2, Medium           ,                     1, reliable transportation commute              , $299            , Shop Now      , Car
sample_1115.jpg, A solid vehicle choice with average fuel economy and standard interior features                                 , Automotive,         3, Neutral  ,             2, Trust     ,           2, Brown          ,                   7, Low            ,                   2, Questionable,                2, Travelers       ,                   5, Medium       ,                 1, Low              ,                     2, solid vehicle economy                        , $19.99          , Apply Now     , Car
sample_1116.jpg, Check the specs and see why this model is a sensible buy now                                                    , Automotive,         3, Neutral  ,             2, Trust     ,           2, Grey           ,                   5, High           ,                   0, Questionable,                2, Food Lovers     ,                   1, Low          ,                 2, Low              ,                     2, specs model sensible                         , 20% off         , Sign Up       , Car
sample_1117.jpg, Feel the rush of adrenaline as you speed down the open road today                                               , Automotive,         3, Positive ,             0, Excitement,           3, Brown          ,                   7, High           ,                   0, Safe        ,                0, General         ,                   0, High         ,                 0, Low              ,                     2, rush adrenaline speed                        , $49.99          , Get Started   , Car
sample_1118.jpg, Unleash pure driving excitement with this powerful engine and sleek sporty design                               , Automotive,         3, Positive ,             0, Excitement,           3, Yellow         ,                   6, High           ,                   0, Safe        ,                0, Families        ,                   8, High         ,                 0, Medium           ,                     1, excitement powerful engine                   , 50% off         , Sign Up       , Car
sample_1119.jpg, Turn every drive into an adventure with thrilling performance and stunning looks                                , Automotive,         3, Positive ,             0, Excitement,           3, Green          ,                   3, High           ,                   0, Safe        ,                0, Young Adults    ,                   7, High         ,                 0, Medium           ,                     1, adventure thrilling performance              , $10 off         , Get Started   , Car
sample_1120.jpg, Get ready for heart pounding fun behind the wheel of this beast                                                 , Automotive,         3, Positive ,             0, Excitement,           3, Red            ,                   0, Low            ,                   2, Safe        ,                0, Families        ,                   8, Medium       ,                 1, Medium           ,                     1, heart pounding fun                           , 50% off         , Apply Now     , Car
sample_1121.jpg, See what the latest design updates look like in person today                                                    , Automotive,         3, Neutral  ,             2, Excitement,           3, Red            ,                   0, Low            ,                   2, Questionable,                2, Travelers       ,                   5, High         ,                 0, Medium           ,                     1, latest design updates car                    , $99             , Book Now      , Car
sample_1122.jpg, Experience the new driving dynamics for yourself on a test drive                                                , Automotive,         3, Neutral  ,             2, Excitement,           3, Blue           ,                   2, Low            ,                   2, Questionable,                2, Tech Enthusiasts,                   2, Medium       ,                 1, High             ,                     0, driving dynamics test drive                  , $10 off         , Shop Now      , Car
sample_1123.jpg, Explore the advanced features available in the latest model right now                                           , Automotive,         3, Neutral  ,             2, Excitement,           3, Green          ,                   3, High           ,                   0, Questionable,                2, Investors       ,                   6, Low          ,                 2, High             ,                     0, advanced features latest model               , $299            , Subscribe     , Car
sample_1124.jpg, Take a closer look at the new engine specs online today                                                         , Automotive,         3, Neutral  ,             2, Excitement,           3, Black          ,                   1, High           ,                   0, Questionable,                2, Families        ,                   8, Low          ,                 2, Medium           ,                     1, engine specs online details                  , 25% off         , Try Now       , Car
sample_1125.jpg, Discover the updated technology included in this years new release                                              , Automotive,         3, Neutral  ,             2, Excitement,           3, White          ,                   4, High           ,                   0, Questionable,                2, Families        ,                   8, High         ,                 0, High             ,                     0, updated technology new release               , $19.99          , Sign Up       , Car
sample_1126.jpg, See how the new performance stats compare to the previous model                                                 , Automotive,         3, Neutral  ,             2, Excitement,           3, Green          ,                   3, Low            ,                   2, Questionable,                2, Car Enthusiasts ,                   4, Medium       ,                 1, Low              ,                     2, performance stats compare model              , 30% off         , Get Started   , Car
sample_1127.jpg, Check out the latest interior upgrades at your local dealer soon                                                , Automotive,         3, Neutral  ,             2, Excitement,           3, Black          ,                   1, High           ,                   0, Questionable,                2, Families        ,                   8, Medium       ,                 1, Medium           ,                     1, interior upgrades dealer visit               , $14.99          , Try Now       , Car
sample_1128.jpg, Find out what makes the new chassis different from the rest                                                     , Automotive,         3, Neutral  ,             2, Excitement,           3, Yellow         ,                   6, Low            ,                   2, Questionable,                2, Tech Enthusiasts,                   2, High         ,                 0, High             ,                     0, new chassis design difference                , $99             , Order Now     , Car
sample_1129.jpg, Do not risk your family safety with outdated crash avoidance tech                                               , Automotive,         3, Negative ,             1, Fear      ,           4, Grey           ,                   5, Medium         ,                   1, Unsafe      ,                1, Professionals   ,                   9, Low          ,                 2, Low              ,                     2, family safety crash avoidance                , $19.99          ,               , Car
sample_1130.jpg, Avoid the danger of sudden breakdowns by checking reliability ratings first                                     , Automotive,         3, Negative ,             1, Fear      ,           4, Brown          ,                   7, High           ,                   0, Unsafe      ,                1, Professionals   ,                   9, Medium       ,                 1, Medium           ,                     1, sudden breakdowns reliability ratings        , $5 off          ,               , Car
sample_1131.jpg, Driving a car with poor brakes puts everyone at risk today                                                      , Automotive,         3, Negative ,             1, Fear      ,           4, White          ,                   4, High           ,                   0, Unsafe      ,                1, Investors       ,                   6, Medium       ,                 1, High             ,                     0, poor brakes driving risk                     , $14.99          , Sign Up       , Car
sample_1132.jpg, Do not gamble with your life on low safety test scores                                                          , Automotive,         3, Negative ,             1, Fear      ,           4, Yellow         ,                   6, Medium         ,                   1, Unsafe      ,                1, Professionals   ,                   9, High         ,                 0, Low              ,                     2, safety test scores risk                      , 15% off         , Get Started   , Car
sample_1133.jpg, Prevent costly repairs and dangerous failures by choosing a better vehicle                                      , Automotive,         3, Negative ,             1, Fear      ,           4, Black          ,                   1, Low            ,                   2, Unsafe      ,                1, Professionals   ,                   9, High         ,                 0, Medium           ,                     1, costly repairs vehicle failures              , $499            ,               , Car
sample_1134.jpg, Stop risking accidents and ensure your car has modern safety features                                           , Automotive,         3, Negative ,             1, Fear      ,           4, Grey           ,                   5, Low            ,                   2, Unsafe      ,                1, Investors       ,                   6, Medium       ,                 1, High             ,                     0, risking accidents safety features            , $49.99          ,               , Car
